CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Recency_scaled,Frequency_scaled,Monetary_scaled
12461,94,2,826.88,2,2,3,223,7,0.5396160195399382,-0.36158277709840037,0.10355772134983457
12462,19,2,1189.59,4,2,4,424,10,-0.6230859205766931,-0.36158277709840037,0.3923108854476246
12463,53,4,1344.78,3,4,4,344,11,0.11808774849594178,0.3863044476016776,0.48968470974166384
12464,10,8,1212.05,5,5,4,554,14,-1.0691974256329595,1.2468684386726128,0.4071634426062324
12465,17,2,742.19,4,2,3,423,9,-0.7017069128441668,-0.36158277709840037,0.017793518484267787
12468,188,2,729.54,1,2,3,123,6,1.0529110743320027,-0.36158277709840037,0.004149838309042456
12471,2,30,19788.65,5,5,5,555,15,-2.0387344178427855,3.057582165231702,2.6260596227031834
12472,32,7,6572.11,4,5,5,455,14,-0.24940276429285124,1.0744251947249353,1.7501331806695333
12473,29,5,3928.05,4,4,5,445,13,-0.3205241028950956,0.6532369520997158,1.3411747946648431
12474,17,18,7324.09,4,5,5,455,14,-0.7017069128441668,2.3408466559766334,1.836216763064363
12475,54,1,723.38,3,1,3,313,7,0.13178004565621987,-0.9552142636712971,-0.002579811355188715
12476,16,11,6816.42,4,5,5,455,14,-0.7443590504544844,1.6680566812978321,1.7791359812093777
12477,23,6,13219.74,4,4,5,445,13,-0.4870358868672529,0.8789251688960832,2.3054885717601277
12478,4,1,680.99,5,1,3,513,9,-1.6575516078937147,-0.9552142636712971,-0.050502773825053984
12479,11,1,527.2,5,1,3,513,9,-1.0042687305257638,-0.9552142636712971,-0.2535874474098637
12480,28,4,3281.63,4,4,5,445,13,-0.3458217546340572,0.3863044476016776,1.198320343635735
12481,23,10,5579.82,4,5,5,455,14,-0.4870358868672529,1.5406654655354899,1.6200749325190014
12483,17,8,2484.98,4,5,5,455,14,-0.7017069128441668,1.2468684386726128,0.9774035834742086
12484,33,6,4527.32,4,4,5,445,13,-0.22712620679597337,0.8789251688960832,1.4539890271138887
12488,10,3,1298.66,5,3,4,534,12,-1.0691974256329595,0.05960546552681911,0.461971702800429
12489,336,1,334.93,1,1,2,112,4,1.4844706888644472,-0.9552142636712971,-0.6132590379200492
12490,5,10,5417.93,5,5,5,555,15,-1.5215015741842748,1.5406654655354899,1.5966802674876588
12491,39,1,460.4,3,1,2,312,6,-0.10585307691818215,-0.9552142636712971,-0.36104228421793766
12492,63,2,263.21,3,2,2,322,7,0.24486798276817118,-0.36158277709840037,-0.8041196640330142
12493,166,2,433.74,2,2,2,222,6,0.9605652887470136,-0.36158277709840037,-0.4083422382278166
12494,16,7,1246.1,4,5,4,454,13,-0.7443590504544844,1.0744251947249353,0.42916389063926985
12497,82,1,1043.1,2,1,4,214,7,0.4388506943278125,-0.9552142636712971,0.28796815551128613
12498,21,3,403.7,4,3,2,432,9,-0.5519645819744484,0.05960546552681911,-0.4652463990441374
12500,23,11,4257.82,4,5,5,455,14,-0.4870358868672529,1.6680566812978321,1.4052254323753757
12501,337,1,2169.39,1,1,5,115,7,1.4866816808776484,-0.9552142636712971,0.8695113135447609
12502,96,5,3723.87,2,4,5,245,11,0.5551626080798789,0.6532369520997158,1.2987635912753224
12504,18,2,482.05,4,2,2,422,8,-0.6613614517492411,-0.36158277709840037,-0.32460019381489225
12506,233,1,73.5,1,1,1,111,3,1.2122820453568492,-0.9552142636712971,-1.8102011213109857
12507,134,3,1304.81,2,3,4,234,9,0.8018323761266101,0.05960546552681911,0.4657234892295849
12508,26,2,397.88,4,2,2,422,8,-0.3991450951625692,-0.36158277709840037,-0.47675837097541557
12509,284,1,176.5,1,1,1,111,3,1.3594106808800466,-0.9552142636712971,-1.1202413274710556
12510,143,2,982.57,2,2,4,224,8,0.8499916181313663,-0.36158277709840037,0.2405056438538389
12512,66,2,132.18,3,2,1,321,6,0.27905148268373375,-0.36158277709840037,-1.3485419250108248
12513,113,1,612.29,2,1,3,213,6,0.6756660532493783,-0.9552142636712971,-0.13488463033575734
12514,267,1,1017.68,1,1,4,114,6,1.3135171700007557,-0.9552142636712971,0.2683800298005637
12515,353,1,383.7,1,1,2,112,4,1.5211946184651242,-0.9552142636712971,-0.5055249730244095
12516,78,2,1312.06,2,2,4,224,8,0.4019933629965244,-0.36158277709840037,0.4701236995783067
12517,28,5,2481.6,4,4,5,445,13,-0.3458217546340572,0.6532369520997158,0.976322316985746
12518,1,5,2056.89,5,4,5,545,14,-2.341296235524383,0.6532369520997158,0.8272113923662335
12519,64,1,330.84,3,1,2,312,6,0.25643735030730064,-0.9552142636712971,-0.6229943549166101
12520,79,5,2634.26,2,4,5,245,11,0.4113797667403285,0.6532369520997158,1.0237480416031721
12521,143,1,599.68,2,1,3,213,6,0.8499916181313663,-0.9552142636712971,-0.15139554054066376
12522,39,2,192.72,3,2,1,321,6,-0.10585307691818215,-0.36158277709840037,-1.050747800746885
12523,19,11,1789.77,4,5,4,454,13,-0.6230859205766931,1.6680566812978321,0.7167160575391445
12524,9,8,4485.72,5,5,5,555,15,-1.1403187642352037,1.2468684386726128,1.4466544172537414
12526,1,3,1316.66,5,3,4,534,12,-2.341296235524383,0.05960546552681911,0.4729029770718619
12527,82,3,348.71,2,3,2,232,7,0.4388506943278125,0.05960546552681911,-0.5813098503387805
12528,9,6,1933.48,5,5,4,554,14,-1.1403187642352037,0.8789251688960832,0.7780633510855962
12530,60,4,1662.28,3,4,4,344,11,0.20904305891646366,0.3863044476016776,0.6580221391812259
12531,15,1,125.22,4,1,1,411,6,-0.7895977045488505,-0.9552142636712971,-1.391199069587523
12532,30,1,349.83,4,1,2,412,7,-0.2960560335189878,-0.9552142636712971,-0.5787686803513961
12534,131,1,1089.18,2,1,4,214,7,0.7850629230241704,-0.9552142636712971,0.3222904911285308
12535,92,2,716.35,2,2,3,223,7,0.5237386278211207,-0.36158277709840037,-0.010330193101664215
12536,43,3,12601.83,3,3,5,335,11,-0.034731738315937795,0.05960546552681911,2.267448606509476
12538,29,1,363.95,4,1,2,412,7,-0.3205241028950956,-0.9552142636712971,-0.547409858061806
12539,22,4,5568.35,4,4,5,445,13,-0.5187942651860693,0.3863044476016776,1.6184398851279478
12540,20,17,13400.24,4,5,5,455,14,-0.5866782483482139,2.2616881678707283,2.3162654200990676
12541,30,3,981.18,4,3,4,434,11,-0.2960560335189878,0.05960546552681911,0.23938172527312593
12544,36,1,372.7,3,1,2,312,6,-0.16402870097223204,-0.9552142636712971,-0.5285803952930413
12545,75,2,1000.39,2,2,4,224,8,0.37310423556778083,-0.36158277709840037,0.2547753776318019
12546,47,2,1161.5,3,2,4,324,9,0.03019695679125805,-0.36158277709840037,0.3733358719030631
12547,198,2,207.8,1,2,1,121,4,1.0913839892534942,-0.36158277709840037,-0.9911726090342263
12548,166,1,95.2,2,1,1,211,4,0.9605652887470136,-0.9552142636712971,-1.6070447337615237
12550,79,1,964.83,2,1,4,214,7,0.4113797667403285,-0.9552142636712971,0.2260408281204747
12551,358,1,168.0,1,1,1,111,3,1.531660558029954,-0.9552142636712971,-1.1592401134305588
12552,39,2,437.82,3,2,2,322,7,-0.10585307691818215,-0.36158277709840037,-0.40091856504922835
12553,8,10,3692.28,5,5,5,555,15,-1.2189397565026774,1.5406654655354899,1.2919948969287491
12556,50,2,599.56,3,2,3,323,8,0.07543561088562381,-0.36158277709840037,-0.15155432197652471
12557,16,5,11990.96,4,4,5,445,13,-0.7443590504544844,0.6532369520997158,2.227962594800681
12558,8,1,269.96,5,1,2,512,8,-1.2189397565026774,-0.9552142636712971,-0.7840710984013237
12559,311,2,561.71,1,2,3,123,6,1.4269530713337628,-0.36158277709840037,-0.2032896194575505
12560,5,3,2134.01,5,3,5,535,13,-1.5215015741842748,0.05960546552681911,0.8564495336565487
12561,303,1,238.85,1,1,1,111,3,1.4075699228848029,-0.9552142636712971,-0.8809940678166248
12562,8,7,3781.74,5,5,5,555,15,-1.2189397565026774,1.0744251947249353,1.3110156379496576
12564,261,1,456.9,1,1,2,112,4,1.2966211442140112,-0.9552142636712971,-0.36709375785151094
12565,289,1,145.92,1,1,1,111,3,1.3723885603136328,-0.9552142636712971,-1.2705103099167387
12566,86,1,351.65,2,1,2,212,5,0.473972906706051,-0.9552142636712971,-0.5746565311407015
12567,23,10,9401.28,4,5,5,455,14,-0.4870358868672529,1.5406654655354899,2.0346179295292877
12569,2,32,4124.69,5,5,5,555,15,-2.0387344178427855,3.1491166813065026,1.379985800931739
12571,40,2,519.61,3,2,3,323,8,-0.0874272207859269,-0.36158277709840037,-0.26509017409678665
12572,9,2,1020.42,5,2,4,524,11,-1.1403187642352037,-0.36158277709840037,0.27051478279231317
12573,227,1,160.54,1,1,1,111,3,1.1928988969078893,-0.9552142636712971,-1.1951188236091326
12574,316,1,218.45,1,1,1,111,3,1.438816743455106,-0.9552142636712971,-0.9516368525856861
12576,36,5,1315.83,3,4,4,344,11,-0.16402870097223204,0.6532369520997158,0.4724022168593139
12577,35,3,626.6,3,3,3,333,9,-0.18447406918565573,0.05960546552681911,-0.1165541491785065
12578,21,2,2794.51,4,2,5,425,11,-0.5519645819744484,-0.36158277709840037,1.0706629622824093
12579,78,1,440.42,2,1,2,212,5,0.4019933629965244,-0.9552142636712971,-0.3962237144801083
12580,247,1,415.7,1,1,2,112,4,1.2556424974565452,-0.9552142636712971,-0.44202407343674455
12581,40,1,197.71,3,1,1,311,5,-0.0874272207859269,-0.9552142636712971,-1.0305357669235675
12582,239,2,511.36,1,2,3,123,6,1.231174428080437,-0.36158277709840037,-0.27778491194615174
12583,3,15,7281.38,5,5,5,555,15,-1.8240633918658722,2.0892449239230517,1.8315694271088767
12584,4,9,2338.15,5,5,5,555,15,-1.6575516078937147,1.4011241767997944,0.9290211008778702
12585,234,2,2040.1,1,2,4,124,7,1.2154641792133722,-0.36158277709840037,0.8207007396694876
12586,17,1,196.94,4,1,1,411,6,-0.7017069128441668,-0.9552142636712971,-1.0336213132752905
12587,8,1,144.0,5,1,1,511,7,-1.2189397565026774,-0.9552142636712971,-1.2809645363770958
12588,39,1,214.9,3,1,1,311,5,-0.10585307691818215,-0.9552142636712971,-0.964598126632749
12589,29,2,646.68,4,2,3,423,9,-0.3205241028950956,-0.36158277709840037,-0.09152521726942776
12590,211,2,9864.26,1,2,5,125,8,1.1386051930976016,-0.36158277709840037,2.0728183225641823
12591,317,1,452.85,1,1,2,112,4,1.4411670107791992,-0.9552142636712971,-0.374154175151805
12592,92,2,437.6,2,2,2,222,6,0.5237386278211207,-0.36158277709840037,-0.4013170972552302
12593,109,3,418.1,2,3,2,232,7,0.6490128893147309,0.05960546552681911,-0.4374599400168643
12594,38,10,3338.22,3,5,5,355,13,-0.12474545964177015,1.5406654655354899,1.2119040783362012
12596,51,2,618.27,3,2,3,323,8,0.08992556633514363,-0.36158277709840037,-0.1271730251832697
12597,19,4,3811.22,4,4,5,445,13,-0.6230859205766931,0.3863044476016776,1.31718517294621
12598,10,8,3023.08,5,5,5,555,15,-1.0691974256329595,1.2468684386726128,1.1331224712909178
12599,29,7,1032.58,4,5,4,454,13,-0.3205241028950956,1.0744251947249353,0.27992013536634863
12600,29,10,2599.04,4,5,5,455,14,-0.3205241028950956,1.5406654655354899,1.0130549670923372
12601,190,5,577.06,1,4,3,143,8,1.060765981162014,0.6532369520997158,-0.18190090098860767
12602,59,1,153.12,3,1,1,311,5,0.19670874076341505,-0.9552142636712971,-1.2324879223960952
12603,22,1,739.2,4,1,3,413,8,-0.5187942651860693,-0.9552142636712971,0.014589723683337393
12604,79,2,254.18,2,2,2,222,6,0.4113797667403285,-0.36158277709840037,-0.8317563645556939
12607,60,1,1579.51,3,1,4,314,8,0.20904305891646366,-0.9552142636712971,0.6174560847779061
12609,78,3,1126.85,2,3,4,234,9,0.4019933629965244,0.05960546552681911,0.34928766032403974
12610,23,5,2099.54,4,4,5,445,13,-0.4870358868672529,0.6532369520997158,0.843513851929885
12611,52,1,1193.32,3,1,4,314,8,0.10413950578058002,-0.9552142636712971,0.3947967957493726
12612,74,1,704.04,2,1,3,213,6,0.36322052473557237,-0.9552142636712971,-0.024086392694173855
12613,57,5,3344.38,3,4,5,345,12,0.17141108902445348,0.6532369520997158,1.2133687951712635
12614,278,1,315.6,1,1,2,112,4,1.3435332891612286,-0.9552142636712971,-0.6603574990787237
12615,2,4,2291.19,5,4,5,545,14,-2.0387344178427855,0.3863044476016776,0.9129040873579025
12616,95,2,713.3,2,2,3,223,7,0.5474298004497687,-0.36158277709840037,-0.013716387613899777
12617,29,1,352.98,4,1,2,412,7,-0.3205241028950956,-0.9552142636712971,-0.5716648979345953
12618,22,1,177.31,4,1,1,411,6,-0.5187942651860693,-0.9552142636712971,-1.1166229332413469
12619,16,9,3641.24,4,5,5,455,14,-0.7443590504544844,1.4011241767997944,1.280935408678231
12620,15,3,1339.41,4,3,4,434,11,-0.7895977045488505,0.05960546552681911,0.4865072035973988
12621,2,20,13689.67,5,5,5,555,15,-2.0387344178427855,2.487376384667096,2.3332466329747943
12622,232,1,180.1,1,1,1,111,3,1.2090862834765006,-0.9552142636712971,-1.1042841869808098
12623,276,1,305.1,1,1,2,112,4,1.3381648540746935,-0.9552142636712971,-0.687161514677147
12624,106,2,641.13,2,2,3,223,7,0.6283790606233428,-0.36158277709840037,-0.0983646201438438
12625,212,2,2683.82,1,2,5,125,8,1.1421167725593575,-0.36158277709840037,1.0385552763260972
12626,23,9,6620.48,4,5,5,455,14,-0.4870358868672529,1.4011241767997944,1.7559599844838083
12627,11,7,4478.53,5,5,5,555,15,-1.0042687305257638,1.0744251947249353,1.445379839299594
12628,4,3,786.46,5,3,3,533,11,-1.6575516078937147,0.05960546552681911,0.06377712487187492
12630,10,2,1270.88,5,2,4,524,11,-1.0691974256329595,-0.36158277709840037,0.444800365658321
12631,57,1,640.5,3,1,3,313,7,0.17141108902445348,-0.9552142636712971,-0.09914471782786712
12633,59,4,2163.98,3,4,5,345,12,0.19670874076341505,0.3863044476016776,0.8675278711796518
12635,90,2,1689.18,2,2,4,224,8,0.5075160485126933,-0.36158277709840037,0.670772331265192
12637,67,8,6002.9,3,5,5,355,13,0.2901066368625376,1.2468684386726128,1.678148487003251
12638,33,1,671.69,4,1,3,413,8,-0.22712620679597337,-0.9552142636712971,-0.06141469738629987
12639,239,1,486.1,1,1,2,112,4,1.231174428080437,-0.9552142636712971,-0.31796479668093874
12640,24,3,1174.58,4,3,4,434,11,-0.45657413660453583,0.05960546552681911,0.38222790704745435
12641,115,1,185.9,2,1,1,211,4,0.6886439326829644,-0.9552142636712971,-1.0792309179615363
12642,25,3,1013.26,4,3,4,434,11,-0.4273072773233673,0.05960546552681911,0.26492424527712016
12643,128,6,3344.64,2,5,5,255,12,0.7679079316757323,0.8789251688960832,1.2134305582992855
12644,130,1,477.91,2,1,2,212,5,0.7793883005555002,-0.9552142636712971,-0.3314407950040925
12645,34,4,1775.18,3,4,4,344,11,-0.20549543839914314,0.3863044476016776,0.7102146265786073
12646,5,2,1346.97,5,2,4,524,11,-1.5215015741842748,-0.36158277709840037,0.4909769259549658
12647,22,12,3722.82,4,5,5,455,14,-0.5187942651860693,1.7852452398084835,1.2985395347149569
12648,155,1,318.05,2,1,2,212,5,0.9097202276752518,-0.9552142636712971,-0.6542311964496926
12649,107,3,623.51,2,3,3,233,8,0.6353205921544528,0.05960546552681911,-0.12047666893600631
12650,3,1,314.44,5,1,2,512,8,-1.8240633918658722,-0.9552142636712971,-0.6632746720111341
12651,335,1,114.0,1,1,1,111,3,1.4822531262858296,-0.9552142636712971,-1.4651836646033176
12652,331,1,919.98,1,1,3,113,5,1.4733163816448338,-0.9552142636712971,0.18825191884608233
12653,149,2,2209.85,2,2,5,225,9,0.8804533683940834,-0.36158277709840037,0.8841900760354895
12654,11,5,601.98,5,4,3,543,12,-1.0042687305257638,0.6532369520997158,-0.14835834468176226
12656,17,5,4051.17,4,4,5,445,13,-0.7017069128441668,0.6532369520997158,1.3656960127796174
12657,11,4,1643.18,5,4,4,544,13,-1.0042687305257638,0.3863044476016776,0.6488432134224662
12658,19,1,686.05,4,1,3,413,8,-0.6230859205766931,-0.9552142636712971,-0.04462808835021054
12659,30,1,91.68,4,1,1,411,6,-0.2960560335189878,-0.9552142636712971,-1.6366695208350495
12660,11,1,245.1,5,1,1,511,7,-1.0042687305257638,-0.9552142636712971,-0.8605503140375738
12662,1,11,3849.78,5,5,5,555,15,-2.341296235524383,1.6680566812978321,1.3251833336876873
12664,8,9,4881.88,5,5,5,555,15,-1.2189397565026774,1.4011241767997944,1.5138989274454135
12665,325,1,63.0,1,1,1,111,3,1.4597073249619175,-0.9552142636712971,-1.9309329848029193
12667,58,1,620.13,3,1,3,313,7,0.1841671134665053,-0.9552142636712971,-0.12478960959778097
12668,12,4,3807.15,5,4,5,545,14,-0.9445401209818783,0.3863044476016776,1.3163362531626484
12669,151,3,2744.03,2,3,5,235,10,0.8903370792262918,0.05960546552681911,1.05618099600476
12670,10,5,2996.05,5,4,5,545,14,-1.0691974256329595,0.6532369520997158,1.1259870565390084
12672,330,1,225.9,1,1,1,111,3,1.4710653716164896,-0.9552142636712971,-0.9251048927656744
12673,5,2,610.52,5,2,3,523,10,-1.5215015741842748,-0.36158277709840037,-0.1371815886201286
12674,39,4,1970.6,3,4,4,344,11,-0.10585307691818215,0.3863044476016776,0.7931686098926958
12676,25,6,1331.39,4,5,4,454,13,-0.4273072773233673,0.8789251688960832,0.48173787251453865
12678,42,12,17628.46,3,5,5,355,13,-0.05188672966437577,1.7852452398084835,2.5341988874692563
12679,59,4,1113.02,3,4,4,344,11,0.19670874076341505,0.3863044476016776,0.3394822555418116
12680,1,4,862.81,5,4,3,543,12,-2.341296235524383,0.3863044476016776,0.13732141989460767
12681,15,22,13787.54,4,5,5,455,14,-0.7895977045488505,2.6205659263872656,2.3389076628186447
12682,4,31,12279.82,5,5,5,555,15,-1.6575516078937147,3.104064653121168,2.2468789148550203
12683,4,15,8476.57,5,5,5,555,15,-1.6575516078937147,2.0892449239230517,1.9523410891665605
12684,8,7,2283.63,5,5,5,555,15,-1.2189397565026774,1.0744251947249353,0.910278620014745
12685,28,6,2863.08,4,5,5,455,14,-0.3458217546340572,0.8789251688960832,1.0899212953372424
12686,372,1,89.14,1,1,1,111,3,1.5602075626728675,-0.9552142636712971,-1.6587539521665056
