CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster,Segment,Marketing_Recommendation
12436,100,1,509.01,2,1,3,213,6,0.5853165797205673,-0.9552142636712972,-0.2814384092623623,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12437,2,18,4951.41,5,5,5,555,15,-2.038734417842785,2.340846655976633,1.52513567327238,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12438,14,2,2906.85,4,2,5,425,11,-0.8377569465536066,-0.3615827770984003,1.1019747649934308,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12441,367,1,173.55,1,1,1,111,3,1.5501371094479746,-0.9552142636712972,-1.133560464750604,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12442,3,1,172.06,5,1,1,511,7,-1.824063391865872,-0.9552142636712972,-1.1403735673538156,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12444,21,5,5005.46,4,4,5,445,13,-0.5519645819744484,0.6532369520997158,1.5337622434964655,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12445,22,1,133.4,4,1,1,411,6,-0.5187942651860693,-0.9552142636712972,-1.3412949384918038,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12446,58,1,1002.31,3,1,4,314,8,0.1841671134665053,-0.9552142636712972,0.2562976775845005,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12447,243,1,476.49,1,1,2,112,4,1.2435087462334855,-0.9552142636712972,-0.3338007154277082,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12448,44,1,449.45,3,1,2,312,6,-0.0179622852134984,-0.9552142636712972,-0.3801302591807048,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12449,22,4,4067.29,4,4,5,445,13,-0.5187942651860693,0.3863044476016776,1.3688512588844637,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12450,156,2,197.88,2,2,1,221,5,0.9144883541766984,-0.3615827770984003,-1.0298561537980184,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12451,11,5,9035.52,5,4,5,545,14,-1.0042687305257638,0.6532369520997158,2.0030846754492506,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12452,17,2,430.57,4,2,2,422,8,-0.7017069128441668,-0.3615827770984003,-0.4141583954223074,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12453,134,1,707.09,2,1,3,213,6,0.8018323761266101,-0.9552142636712972,-0.0206558197341902,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12454,56,1,3528.34,3,1,5,315,9,0.1584332095908674,-0.9552142636712972,1.2559110337316428,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12455,73,6,2466.86,2,4,5,245,11,0.3532041426862792,0.8789251688960832,0.9715896987374352,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12456,44,3,3181.04,3,3,5,335,11,-0.0179622852134984,0.0596054655268191,1.1735864913120333,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12457,66,7,2363.23,3,5,5,355,13,0.2790514826837337,1.0744251947249353,0.9374966889886828,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12458,71,2,947.4,3,2,4,324,9,0.3327587744728552,-0.3615827770984003,0.2115676624130852,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12461,94,2,826.88,2,2,3,223,7,0.5396160195399382,-0.3615827770984003,0.1035577213498345,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12462,19,2,1189.59,4,2,4,424,10,-0.6230859205766931,-0.3615827770984003,0.3923108854476246,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12463,53,4,1344.78,3,4,4,344,11,0.1180877484959417,0.3863044476016776,0.4896847097416638,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12464,10,8,1212.05,5,5,4,554,14,-1.0691974256329595,1.2468684386726128,0.4071634426062324,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12465,17,2,742.19,4,2,3,423,9,-0.7017069128441668,-0.3615827770984003,0.0177935184842677,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12468,188,2,729.54,1,2,3,123,6,1.0529110743320027,-0.3615827770984003,0.0041498383090424,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12471,2,30,19788.65,5,5,5,555,15,-2.038734417842785,3.057582165231702,2.6260596227031834,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12472,32,7,6572.11,4,5,5,455,14,-0.2494027642928512,1.0744251947249353,1.7501331806695333,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12473,29,5,3928.05,4,4,5,445,13,-0.3205241028950956,0.6532369520997158,1.3411747946648431,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12474,17,18,7324.09,4,5,5,455,14,-0.7017069128441668,2.340846655976633,1.836216763064363,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12475,54,1,723.38,3,1,3,313,7,0.1317800456562198,-0.9552142636712972,-0.0025798113551887,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12476,16,11,6816.42,4,5,5,455,14,-0.7443590504544844,1.668056681297832,1.7791359812093777,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12477,23,6,13219.74,4,4,5,445,13,-0.4870358868672529,0.8789251688960832,2.305488571760128,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12478,4,1,680.99,5,1,3,513,9,-1.6575516078937147,-0.9552142636712972,-0.0505027738250539,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12479,11,1,527.2,5,1,3,513,9,-1.0042687305257638,-0.9552142636712972,-0.2535874474098637,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12480,28,4,3281.63,4,4,5,445,13,-0.3458217546340572,0.3863044476016776,1.198320343635735,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12481,23,10,5579.82,4,5,5,455,14,-0.4870358868672529,1.54066546553549,1.6200749325190014,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12483,17,8,2484.98,4,5,5,455,14,-0.7017069128441668,1.2468684386726128,0.9774035834742086,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12484,33,6,4527.32,4,4,5,445,13,-0.2271262067959733,0.8789251688960832,1.4539890271138889,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12488,10,3,1298.66,5,3,4,534,12,-1.0691974256329595,0.0596054655268191,0.461971702800429,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12489,336,1,334.93,1,1,2,112,4,1.4844706888644472,-0.9552142636712972,-0.6132590379200492,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12490,5,10,5417.93,5,5,5,555,15,-1.5215015741842748,1.54066546553549,1.5966802674876588,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12491,39,1,460.4,3,1,2,312,6,-0.1058530769181821,-0.9552142636712972,-0.3610422842179376,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12492,63,2,263.21,3,2,2,322,7,0.2448679827681711,-0.3615827770984003,-0.8041196640330142,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12493,166,2,433.74,2,2,2,222,6,0.9605652887470136,-0.3615827770984003,-0.4083422382278166,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12494,16,7,1246.1,4,5,4,454,13,-0.7443590504544844,1.0744251947249353,0.4291638906392698,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12497,82,1,1043.1,2,1,4,214,7,0.4388506943278125,-0.9552142636712972,0.2879681555112861,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12498,21,3,403.7,4,3,2,432,9,-0.5519645819744484,0.0596054655268191,-0.4652463990441374,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12500,23,11,4257.82,4,5,5,455,14,-0.4870358868672529,1.668056681297832,1.4052254323753757,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12501,337,1,2169.39,1,1,5,115,7,1.4866816808776484,-0.9552142636712972,0.8695113135447609,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12502,96,5,3723.87,2,4,5,245,11,0.5551626080798789,0.6532369520997158,1.2987635912753224,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12504,18,2,482.05,4,2,2,422,8,-0.6613614517492411,-0.3615827770984003,-0.3246001938148922,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12506,233,1,73.5,1,1,1,111,3,1.2122820453568492,-0.9552142636712972,-1.8102011213109857,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12507,134,3,1304.81,2,3,4,234,9,0.8018323761266101,0.0596054655268191,0.4657234892295849,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12508,26,2,397.88,4,2,2,422,8,-0.3991450951625692,-0.3615827770984003,-0.4767583709754155,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12509,284,1,176.5,1,1,1,111,3,1.3594106808800466,-0.9552142636712972,-1.1202413274710556,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12510,143,2,982.57,2,2,4,224,8,0.8499916181313663,-0.3615827770984003,0.2405056438538389,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12512,66,2,132.18,3,2,1,321,6,0.2790514826837337,-0.3615827770984003,-1.3485419250108248,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12513,113,1,612.29,2,1,3,213,6,0.6756660532493783,-0.9552142636712972,-0.1348846303357573,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12514,267,1,1017.68,1,1,4,114,6,1.3135171700007555,-0.9552142636712972,0.2683800298005637,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12515,353,1,383.7,1,1,2,112,4,1.5211946184651242,-0.9552142636712972,-0.5055249730244095,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12516,78,2,1312.06,2,2,4,224,8,0.4019933629965244,-0.3615827770984003,0.4701236995783067,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12517,28,5,2481.6,4,4,5,445,13,-0.3458217546340572,0.6532369520997158,0.976322316985746,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12518,1,5,2056.89,5,4,5,545,14,-2.341296235524383,0.6532369520997158,0.8272113923662335,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12519,64,1,330.84,3,1,2,312,6,0.2564373503073006,-0.9552142636712972,-0.6229943549166101,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12520,79,5,2634.26,2,4,5,245,11,0.4113797667403285,0.6532369520997158,1.023748041603172,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12521,143,1,599.68,2,1,3,213,6,0.8499916181313663,-0.9552142636712972,-0.1513955405406637,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12522,39,2,192.72,3,2,1,321,6,-0.1058530769181821,-0.3615827770984003,-1.050747800746885,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12523,19,11,1789.77,4,5,4,454,13,-0.6230859205766931,1.668056681297832,0.7167160575391445,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12524,9,8,4485.72,5,5,5,555,15,-1.1403187642352035,1.2468684386726128,1.4466544172537414,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12526,1,3,1316.66,5,3,4,534,12,-2.341296235524383,0.0596054655268191,0.4729029770718619,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12527,82,3,348.71,2,3,2,232,7,0.4388506943278125,0.0596054655268191,-0.5813098503387805,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12528,9,6,1933.48,5,5,4,554,14,-1.1403187642352035,0.8789251688960832,0.7780633510855962,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12530,60,4,1662.28,3,4,4,344,11,0.2090430589164636,0.3863044476016776,0.6580221391812259,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12531,15,1,125.22,4,1,1,411,6,-0.7895977045488505,-0.9552142636712972,-1.391199069587523,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12532,30,1,349.83,4,1,2,412,7,-0.2960560335189878,-0.9552142636712972,-0.5787686803513961,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12534,131,1,1089.18,2,1,4,214,7,0.7850629230241704,-0.9552142636712972,0.3222904911285308,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12535,92,2,716.35,2,2,3,223,7,0.5237386278211207,-0.3615827770984003,-0.0103301931016642,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12536,43,3,12601.83,3,3,5,335,11,-0.0347317383159377,0.0596054655268191,2.267448606509476,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12538,29,1,363.95,4,1,2,412,7,-0.3205241028950956,-0.9552142636712972,-0.547409858061806,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12539,22,4,5568.35,4,4,5,445,13,-0.5187942651860693,0.3863044476016776,1.6184398851279478,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12540,20,17,13400.24,4,5,5,455,14,-0.5866782483482139,2.2616881678707283,2.316265420099068,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12541,30,3,981.18,4,3,4,434,11,-0.2960560335189878,0.0596054655268191,0.2393817252731259,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12544,36,1,372.7,3,1,2,312,6,-0.164028700972232,-0.9552142636712972,-0.5285803952930413,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12545,75,2,1000.39,2,2,4,224,8,0.3731042355677808,-0.3615827770984003,0.2547753776318019,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12546,47,2,1161.5,3,2,4,324,9,0.030196956791258,-0.3615827770984003,0.3733358719030631,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12547,198,2,207.8,1,2,1,121,4,1.0913839892534942,-0.3615827770984003,-0.9911726090342264,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12548,166,1,95.2,2,1,1,211,4,0.9605652887470136,-0.9552142636712972,-1.6070447337615237,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12550,79,1,964.83,2,1,4,214,7,0.4113797667403285,-0.9552142636712972,0.2260408281204747,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12551,358,1,168.0,1,1,1,111,3,1.531660558029954,-0.9552142636712972,-1.1592401134305588,1,At Risk,Launch win-back campaigns with personalized offers and re-engagement discounts.
12552,39,2,437.82,3,2,2,322,7,-0.1058530769181821,-0.3615827770984003,-0.4009185650492283,2,New Customers,Use welcome offers and second-purchase incentives to build loyalty.
12553,8,10,3692.28,5,5,5,555,15,-1.2189397565026774,1.54066546553549,1.2919948969287491,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
12556,50,2,599.56,3,2,3,323,8,0.0754356108856238,-0.3615827770984003,-0.1515543219765247,3,Loyal Customers,"Use cross-selling, upselling, and exclusive member offers."
12557,16,5,11990.96,4,4,5,445,13,-0.7443590504544844,0.6532369520997158,2.227962594800681,0,Champions,"Target with premium products, exclusive offers, and loyalty rewards."
